case_id,prediction_date,project_type,project_category,project_value_crore,project_length_km,project_priority,executing_agency,state,district,urban_rural,land_area_acres,required_area_acres,land_type,land_use,land_value_lakh,circle_rate_lakh,parcel_accessibility,distance_to_project_km,number_of_owners,number_of_coowners,number_of_legal_heirs,joint_ownership,ownership_conflict,mutation_pending,title_clarity,encumbrance_flag,existing_legal_case,number_of_legal_cases,case_age_days,court_level,stay_order,injunction_status,objection_filed,compensation_dispute,land_record_available,title_document_available,mutation_status,survey_completed,ownership_verified,missing_document_count,document_conflict,estimated_compensation_lakh,approved_compensation_lakh,compensation_paid_lakh,compensation_pending,number_of_beneficiaries,bank_account_verified,notification_issued,pending_approval_count,department_count,interdepartmental_dependencies,file_movement_count,days_at_current_stage,total_file_age_days,families_affected,rr_applicable,rr_package_approved,rr_payment_status,number_of_objections,public_hearing_status,community_resistance,delayed,delay_days,delay_reason
LA001500,2022-05-28,Power Transmission,Regional Infrastructure,328.05,17.44,High,NHAI,Jharkhand,Dhanbad,Rural,13.16,5.62,Agricultural,Industrial,707.82,741.82,Low,1.46,4,3,6,1,1,0,Low,1,0,0,0,None,0,0,0,0,1,1,Completed,1,1,0,0,794.21,763.98,616.14,1,5,0,1,1,3,2,5,14,113,2,0,0,Not Applicable,5,Completed,Low,0,0,OWNERSHIP_CONFLICT
LA001501,2022-07-11,Metro,State Infrastructure,133.77,8.19,Medium,NHAI,Tamil Nadu,Madurai,Semi-Urban,1.33,0.69,Industrial,Commercial,60.96,52.95,Moderate,1.01,2,1,1,1,0,1,Moderate,0,0,0,0,None,0,0,0,0,1,1,Pending,1,0,2,0,72.44,58.45,45.06,1,3,1,1,2,4,1,8,39,145,3,0,0,Not Applicable,3,Scheduled,Low,0,0,ADMINISTRATIVE_APPROVAL
LA001502,2023-01-07,Industrial Corridor,National Infrastructure,650.58,35.9,High,Urban Development Authority,Madhya Pradesh,Bhopal,Rural,0.84,0.75,Mixed,Agriculture,16.2,14.59,Moderate,2.2,2,1,2,1,0,1,High,0,0,0,0,None,0,0,0,0,1,1,Under Verification,1,0,1,1,55.58,53.11,42.45,1,3,1,1,2,4,1,6,19,297,1,0,0,Not Applicable,1,Re-hearing Required,Low,0,0,ADMINISTRATIVE_APPROVAL
LA001503,2025-02-20,Metro,State Infrastructure,279.42,6.43,Normal,State Irrigation Dept,Madhya Pradesh,Bhopal,Rural,4.39,3.55,Industrial,Agriculture,149.55,129.59,Low,0.22,2,1,3,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,1,0,250.88,255.68,20.44,1,4,1,1,2,4,0,3,94,250,3,0,0,Not Applicable,1,Re-hearing Required,Low,0,0,ADMINISTRATIVE_APPROVAL
LA001504,2022-09-10,Airport,National Infrastructure,24.31,1.7,Critical,State PWD,Gujarat,Rajkot,Semi-Urban,1.85,1.33,Agricultural,Agriculture,93.58,77.79,High,1.64,4,3,1,1,1,1,High,0,0,0,0,None,0,0,0,0,1,1,Pending,1,0,1,1,60.29,60.99,27.36,1,6,1,1,1,3,1,2,96,183,1,0,0,Not Applicable,3,Completed,Low,1,290,OWNERSHIP_CONFLICT
LA001505,2023-03-24,Highway,State Infrastructure,263.38,11.09,High,NHAI,Telangana,Hyderabad,Rural,7.11,5.04,Mixed,Industrial,229.05,220.78,Moderate,1.25,5,4,1,1,0,0,High,0,0,0,0,None,0,0,0,0,1,0,Pending,1,0,0,0,463.19,472.8,,1,6,1,1,3,1,0,6,38,232,4,0,0,Not Applicable,4,Completed,Low,0,0,ADMINISTRATIVE_APPROVAL
LA001506,2023-12-25,Industrial Corridor,National Infrastructure,413.28,126.18,Medium,Indian Railways,Madhya Pradesh,Gwalior,Semi-Urban,1.6,1.01,Industrial,Mixed,53.67,41.63,Low,0.6,1,0,0,0,0,1,High,0,0,0,0,None,0,0,0,0,1,1,Under Verification,1,0,1,0,89.52,89.69,34.02,1,2,1,1,0,2,1,1,27,50,4,0,0,Not Applicable,4,Scheduled,Low,0,0,INTER_DEPARTMENT
LA001507,2022-06-03,Railway,Regional Infrastructure,35.09,3.19,Normal,Indian Railways,Haryana,Gurugram,Rural,5.86,4.19,Mixed,Agriculture,129.21,129.68,High,5.08,2,1,3,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,1,0,146.21,127.79,37.2,1,4,1,1,0,2,1,2,10,61,0,0,0,Not Applicable,4,Completed,Low,1,139,COMPENSATION
LA001508,2024-08-14,Airport,State Infrastructure,112.06,182.91,Critical,NHAI,Tamil Nadu,Coimbatore,Rural,3.83,1.46,Mixed,Industrial,231.9,228.46,Moderate,0.03,2,1,1,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,2,0,263.93,213.62,129.13,1,2,1,1,2,2,1,9,66,230,1,0,0,Not Applicable,3,Completed,Low,0,0,ADMINISTRATIVE_APPROVAL
LA001509,2024-09-02,Industrial Corridor,State Infrastructure,279.32,24.55,Critical,Indian Railways,Jharkhand,Bokaro,Rural,1.84,0.65,Mixed,Residential,91.29,79.46,Moderate,1.05,2,1,2,1,0,1,High,0,0,0,0,None,0,0,0,0,1,1,Under Verification,1,0,1,0,128.21,130.7,99.82,1,2,1,1,1,3,1,2,56,101,2,0,0,Not Applicable,0,Not Required,Low,0,0,ADMINISTRATIVE_APPROVAL
LA001510,2025-12-01,Metro,State Infrastructure,106.32,9.06,Medium,Urban Development Authority,West Bengal,Hooghly,Rural,7.43,4.65,Residential,Industrial,272.53,271.1,Moderate,0.44,1,0,2,0,0,0,High,0,0,0,0,None,0,0,0,1,1,1,Completed,1,1,0,0,238.55,211.72,59.45,1,2,1,0,2,2,3,7,79,233,1,0,0,Not Applicable,2,Completed,Low,1,222,ADMINISTRATIVE_APPROVAL
LA001511,2024-10-24,Highway,Regional Infrastructure,84.26,9.4,High,Urban Development Authority,Bihar,Bhagalpur,Semi-Urban,1.49,0.65,Government,Mixed,120.89,110.31,Moderate,0.67,3,2,3,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,0,0,80.28,80.12,73.48,1,6,1,0,0,3,1,5,49,90,1,0,0,Not Applicable,5,Scheduled,Low,0,0,COMPENSATION
LA001512,2022-11-02,Highway,Regional Infrastructure,59.74,16.14,High,State Irrigation Dept,Madhya Pradesh,Indore,Rural,3.34,2.33,Residential,Institutional,273.79,244.32,Low,0.14,2,1,2,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,1,0,192.76,177.82,155.64,1,5,1,1,2,1,0,12,60,145,5,0,0,Not Applicable,3,Completed,Low,0,0,ADMINISTRATIVE_APPROVAL
LA001513,2022-02-12,Airport,Regional Infrastructure,89.59,14.52,Medium,Indian Railways,Odisha,Puri,Rural,1.87,1.48,Agricultural,Mixed,158.22,157.75,High,1.89,2,1,4,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,1,0,76.56,70.64,2.61,1,3,1,1,3,2,0,5,49,208,2,0,0,Not Applicable,2,Re-hearing Required,Low,1,197,ADMINISTRATIVE_APPROVAL
LA001514,2023-12-10,Railway,Regional Infrastructure,124.27,59.9,High,State Irrigation Dept,Gujarat,Surat,Semi-Urban,4.68,4.09,Agricultural,Residential,126.48,97.01,Moderate,0.88,6,5,1,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,0,0,0,309.38,289.34,158.78,1,6,1,0,3,3,2,7,63,241,2,0,0,Not Applicable,1,Re-hearing Required,Low,0,0,ADMINISTRATIVE_APPROVAL
LA001515,2025-01-13,Railway,National Infrastructure,348.08,13.1,Medium,Indian Railways,Madhya Pradesh,Gwalior,Semi-Urban,4.18,2.76,Mixed,Agriculture,81.47,84.8,Moderate,2.9,1,0,1,0,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,0,0,112.52,97.55,18.92,1,1,1,0,2,3,0,6,32,177,2,0,0,Not Applicable,1,Completed,Low,0,0,ADMINISTRATIVE_APPROVAL
LA001516,2025-09-30,Highway,National Infrastructure,606.68,30.36,High,Indian Railways,Haryana,Gurugram,Semi-Urban,3.05,2.06,Commercial,Mixed,232.57,186.59,Low,5.06,3,2,0,1,0,1,High,0,0,0,0,None,0,0,1,1,1,1,Pending,1,0,1,0,79.82,74.74,4.14,1,3,0,1,1,3,2,6,21,89,4,0,0,Not Applicable,3,Completed,Low,0,0,COMPENSATION
LA001517,2023-11-01,Metro,National Infrastructure,274.8,23.48,Medium,Indian Railways,Tamil Nadu,Madurai,Urban,1.08,0.72,Mixed,Agriculture,52.96,40.67,Low,0.33,2,1,1,1,1,0,High,0,0,0,0,None,0,0,0,1,1,1,Under Verification,1,0,3,1,29.78,28.85,8.8,1,3,1,0,1,1,0,4,23,80,4,0,0,Not Applicable,3,Re-hearing Required,Low,1,167,DOCUMENTATION
LA001518,2023-02-12,Metro,Regional Infrastructure,129.12,9.17,Medium,Power Utility,Uttar Pradesh,Ghaziabad,Urban,2.53,0.9,Agricultural,Mixed,55.5,44.36,Moderate,0.05,1,0,0,0,0,0,High,0,0,0,0,None,0,0,1,1,1,1,Under Verification,1,0,2,1,86.68,86.94,24.37,1,1,1,1,1,4,0,5,25,102,3,0,0,Not Applicable,3,Completed,Low,0,0,DOCUMENTATION
LA001519,2025-08-14,Metro,Regional Infrastructure,199.9,12.14,Medium,Power Utility,Tamil Nadu,Salem,Rural,1.7,1.32,Mixed,Institutional,137.42,135.84,High,2.18,3,2,0,1,0,0,High,0,0,0,0,None,0,0,1,0,1,1,,1,0,0,0,88.45,86.41,8.21,1,3,1,1,1,4,3,4,42,141,0,0,0,Not Applicable,5,Scheduled,Low,1,184,ADMINISTRATIVE_APPROVAL
LA001520,2025-09-23,Airport,National Infrastructure,330.9,26.69,Medium,State Irrigation Dept,Karnataka,Mysuru,Urban,2.24,1.45,Mixed,Residential,46.58,47.86,High,0.61,4,3,0,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,0,1,0,155.8,152.75,58.2,1,4,1,1,1,3,1,9,32,210,4,0,0,Not Applicable,2,Scheduled,Low,1,66,ADMINISTRATIVE_APPROVAL
LA001521,2024-06-05,Airport,National Infrastructure,137.6,26.81,Medium,Urban Development Authority,Jharkhand,Dhanbad,Urban,2.05,0.83,Residential,Residential,124.35,108.25,Low,0.99,3,2,0,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,0,0,88.36,81.2,46.99,1,4,1,1,5,3,1,8,77,374,5,0,0,Not Applicable,0,Not Required,Low,1,319,ADMINISTRATIVE_APPROVAL
LA001522,2024-12-19,Railway,State Infrastructure,66.19,44.04,High,State PWD,West Bengal,Howrah,Rural,7.92,5.34,Residential,Industrial,179.87,141.39,Moderate,1.08,1,0,0,0,0,0,High,0,0,0,0,None,0,0,1,0,1,1,Completed,1,1,0,0,464.04,419.85,195.5,1,3,0,1,0,3,2,5,75,135,2,0,0,Not Applicable,6,Scheduled,Low,1,254,INTER_DEPARTMENT
LA001523,2022-03-31,Urban Infrastructure,State Infrastructure,120.1,39.73,Medium,NHAI,Rajasthan,Jodhpur,Urban,3.2,2.4,Mixed,Institutional,73.74,58.01,Low,2.62,2,1,3,1,0,0,High,0,0,0,0,None,0,0,1,0,1,1,Completed,1,1,0,0,172.86,158.92,49.27,1,3,1,1,1,2,0,2,24,356,6,1,0,Not Started,8,Re-hearing Required,Low,1,131,ADMINISTRATIVE_APPROVAL
LA001524,2022-12-07,Metro,State Infrastructure,90.46,25.33,Critical,State Irrigation Dept,Rajasthan,Alwar,Urban,4.88,3.51,Mixed,Institutional,283.4,235.35,High,0.37,1,0,1,0,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Under Verification,1,0,0,0,206.78,184.21,112.92,1,2,1,1,3,4,1,9,72,231,5,0,0,Not Applicable,1,Re-hearing Required,Low,1,218,ADMINISTRATIVE_APPROVAL
LA001525,2024-10-23,Industrial Corridor,Regional Infrastructure,120.27,9.81,Medium,Power Utility,Andhra Pradesh,Tirupati,Urban,6.95,3.98,Government,Industrial,136.29,140.16,Low,0.04,2,1,0,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Under Verification,0,0,0,0,232.91,221.48,143.08,1,3,1,1,0,4,1,4,21,68,6,1,1,Approved,6,Completed,Low,1,60,INTER_DEPARTMENT
LA001526,2024-11-11,Airport,State Infrastructure,32.88,16.6,Medium,NHAI,Uttar Pradesh,Kanpur Nagar,Rural,1.43,1.24,Government,Agriculture,74.87,63.71,Moderate,0.93,3,2,1,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Under Verification,1,0,0,0,42.27,34.74,18.86,1,3,1,1,2,2,3,5,62,218,3,0,0,Not Applicable,1,Completed,Low,1,243,ADMINISTRATIVE_APPROVAL
LA001527,2023-09-07,Railway,State Infrastructure,453.31,39.63,Critical,NHAI,Gujarat,Vadodara,Urban,17.03,9.14,Residential,Institutional,872.75,724.14,Moderate,4.18,2,1,2,1,0,1,Moderate,0,0,0,0,None,0,0,0,0,0,1,Pending,1,0,0,0,1126.63,903.4,398.08,1,3,1,0,2,4,2,5,99,251,3,0,0,Not Applicable,2,Completed,Low,1,382,ADMINISTRATIVE_APPROVAL
LA001528,2024-10-16,Power Transmission,State Infrastructure,205.99,11.96,Medium,State PWD,Rajasthan,Kota,Rural,3.03,1.4,Commercial,Agriculture,156.2,161.59,High,2.99,4,3,1,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,0,2,0,129.97,132.06,125.74,0,4,0,1,1,4,0,9,72,208,2,0,0,Not Applicable,2,Re-hearing Required,Low,0,0,DOCUMENTATION
LA001529,2023-05-10,Highway,State Infrastructure,19.85,46.67,High,State Irrigation Dept,Uttar Pradesh,Agra,Rural,0.91,0.62,Commercial,Agriculture,31.52,30.06,Moderate,0.14,3,2,3,1,0,0,High,1,0,0,0,None,0,0,0,0,1,1,Pending,1,0,2,1,50.71,50.68,31.65,1,4,0,1,0,1,1,5,46,99,3,0,0,Not Applicable,2,Re-hearing Required,Low,1,184,DOCUMENTATION
LA001530,2023-08-17,Urban Infrastructure,State Infrastructure,135.58,3.64,High,Indian Railways,Haryana,Faridabad,Semi-Urban,3.84,1.45,Agricultural,Commercial,93.83,95.49,Moderate,0.03,6,5,0,1,0,0,High,0,0,0,0,None,0,0,0,0,0,1,Completed,1,0,0,0,265.06,253.42,248.47,0,7,1,1,1,3,2,8,32,131,0,0,0,Not Applicable,0,Not Required,Low,0,0,ADMINISTRATIVE_APPROVAL
LA001531,2025-10-20,Airport,State Infrastructure,901.49,16.93,High,State Irrigation Dept,Maharashtra,Thane,Semi-Urban,3.88,1.59,Government,Institutional,259.04,199.41,High,0.16,3,2,2,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Under Verification,1,0,1,0,162.69,141.47,44.29,1,5,1,1,1,5,0,7,21,107,3,0,0,Not Applicable,3,Completed,Low,0,0,COMPENSATION
LA001532,2023-11-13,Highway,Regional Infrastructure,99.82,17.18,High,NHAI,Uttar Pradesh,Kanpur Nagar,Rural,1.62,0.92,Government,Commercial,80.39,83.92,Moderate,0.51,4,3,2,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Pending,1,0,1,0,63.88,51.38,49.69,0,4,1,1,1,6,1,5,74,240,4,0,0,Not Applicable,0,Not Required,Low,0,0,ADMINISTRATIVE_APPROVAL
LA001533,2024-09-23,Railway,Regional Infrastructure,75.1,14.36,Normal,State PWD,Haryana,Hisar,Rural,20.71,7.29,Mixed,Mixed,420.88,319.9,High,1.04,3,2,0,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,1,0,611.59,610.29,283.66,1,3,1,1,2,2,0,5,32,153,2,0,0,Not Applicable,1,Re-hearing Required,Low,1,171,ADMINISTRATIVE_APPROVAL
LA001534,2023-09-02,Power Transmission,State Infrastructure,291.47,11.79,Medium,Urban Development Authority,Rajasthan,Jaipur,Urban,0.87,0.38,Mixed,Commercial,23.79,20.0,Moderate,0.65,1,0,2,0,0,0,High,0,1,5,1700,High Court,0,0,0,0,1,1,Completed,1,1,1,0,32.65,32.19,18.48,1,1,1,1,2,3,2,7,68,182,3,0,0,Not Applicable,1,Completed,Low,0,0,ADMINISTRATIVE_APPROVAL
LA001535,2025-09-24,Highway,National Infrastructure,45.73,16.19,Normal,NHAI,Jharkhand,Jamshedpur,Semi-Urban,3.86,2.65,Commercial,Institutional,79.54,68.88,Moderate,1.36,3,2,2,1,1,1,Low,0,1,1,52,District Court,1,1,0,1,1,1,Under Verification,0,0,0,0,223.15,221.44,132.51,1,4,1,1,0,2,1,5,61,124,3,0,0,Not Applicable,2,Scheduled,Low,1,279,LEGAL_DISPUTE
LA001536,2024-01-06,Highway,Regional Infrastructure,236.22,44.19,High,Indian Railways,Uttar Pradesh,Varanasi,Urban,3.91,1.53,Agricultural,Residential,225.82,226.92,Low,1.88,4,3,2,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,1,0,253.46,216.14,95.62,1,4,1,1,3,4,0,6,56,225,2,0,0,Not Applicable,4,Completed,Low,0,0,ADMINISTRATIVE_APPROVAL
LA001537,2024-09-19,Urban Infrastructure,State Infrastructure,64.29,18.47,Medium,State PWD,Rajasthan,Alwar,Urban,7.24,3.61,Residential,Agriculture,581.48,455.98,Moderate,0.61,4,3,0,1,1,0,High,1,0,0,0,None,0,0,0,0,1,1,Completed,1,1,3,0,162.14,131.95,37.81,1,4,1,1,0,5,0,6,38,76,4,0,0,Not Applicable,4,Completed,Low,0,0,OWNERSHIP_CONFLICT
LA001538,2022-10-05,Railway,National Infrastructure,110.71,19.12,High,NHAI,Maharashtra,Nashik,Semi-Urban,5.78,3.92,Government,Residential,190.53,190.27,Low,1.64,3,2,0,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Pending,1,0,2,0,137.86,113.97,3.48,1,5,1,1,1,2,1,4,20,71,4,0,0,Not Applicable,0,Not Required,Low,0,0,DOCUMENTATION
LA001539,2025-07-22,Highway,State Infrastructure,406.46,12.04,High,State Irrigation Dept,West Bengal,Kolkata,Urban,2.49,1.84,Agricultural,Industrial,62.2,54.1,Moderate,0.65,1,0,0,0,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Pending,1,0,1,0,57.44,54.34,44.66,1,1,1,1,0,2,1,4,50,107,4,0,0,Not Applicable,1,Completed,Low,0,0,INTER_DEPARTMENT
LA001540,2025-10-27,Highway,State Infrastructure,44.09,13.99,Medium,Indian Railways,Andhra Pradesh,Tirupati,Rural,1.54,1.21,Commercial,Agriculture,36.68,30.84,Moderate,2.06,3,2,2,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,0,0,0,53.93,54.86,19.03,1,5,1,1,1,3,1,6,45,153,6,1,0,Not Started,1,Completed,Low,1,188,ADMINISTRATIVE_APPROVAL
LA001541,2023-05-11,Canal,Regional Infrastructure,151.59,27.86,Medium,State PWD,Tamil Nadu,Salem,Rural,5.46,1.98,Mixed,Mixed,350.18,346.68,Moderate,0.29,2,1,2,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Pending,1,0,0,0,265.65,230.51,45.29,1,4,1,1,3,2,1,7,91,271,3,0,0,Not Applicable,2,Completed,Low,1,220,ADMINISTRATIVE_APPROVAL
LA001542,2025-10-05,Airport,National Infrastructure,215.22,14.11,Medium,State PWD,Madhya Pradesh,Ujjain,Semi-Urban,2.3,0.89,Government,Commercial,189.36,179.42,High,0.25,2,1,0,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,0,1,0,69.31,70.17,39.03,1,2,1,1,3,7,0,4,106,226,2,0,0,Not Applicable,1,Completed,Low,0,0,ADMINISTRATIVE_APPROVAL
LA001543,2023-06-19,Canal,State Infrastructure,167.38,52.07,Normal,Power Utility,Maharashtra,Nashik,Rural,5.0,2.87,Agricultural,Institutional,358.54,338.47,Moderate,1.36,2,1,2,1,0,0,High,0,1,1,384,High Court,0,0,0,0,1,1,Pending,1,0,2,1,210.29,203.63,183.97,1,3,1,1,1,4,1,3,38,156,2,0,0,Not Applicable,0,Not Required,Low,0,0,DOCUMENTATION
LA001544,2024-01-31,Urban Infrastructure,State Infrastructure,120.75,12.99,Medium,NHAI,Telangana,Hyderabad,Rural,2.54,1.47,Residential,Institutional,157.46,,Moderate,1.92,2,1,0,1,0,0,High,1,0,0,0,None,0,0,1,0,1,1,Completed,0,1,1,0,171.9,155.24,12.34,1,5,1,1,0,4,1,4,45,63,3,0,0,Not Applicable,4,Scheduled,Low,0,0,OTHER
LA001545,2022-07-21,Highway,National Infrastructure,157.5,7.29,Normal,Metro Corporation,Madhya Pradesh,Ujjain,Rural,2.98,2.35,Mixed,Institutional,179.41,174.95,High,0.69,1,0,0,0,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,2,0,93.19,75.2,33.34,1,1,1,0,1,4,0,7,16,113,3,0,0,Not Applicable,1,Scheduled,Low,0,0,ADMINISTRATIVE_APPROVAL
LA001546,2025-07-28,Highway,State Infrastructure,28.22,27.58,Critical,State Irrigation Dept,Telangana,Karimnagar,Rural,11.81,6.31,Residential,Agriculture,584.33,480.96,Moderate,1.24,4,3,2,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Pending,1,0,0,0,461.24,473.9,360.31,1,5,1,1,2,2,2,5,35,156,2,0,0,Not Applicable,1,Scheduled,Low,1,167,ADMINISTRATIVE_APPROVAL
LA001547,2023-08-25,Highway,State Infrastructure,454.15,20.71,Medium,Urban Development Authority,West Bengal,Bardhaman,Semi-Urban,1.2,0.56,Government,Mixed,56.4,52.39,Moderate,1.18,2,1,2,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Pending,1,0,1,1,51.83,50.6,43.06,1,4,1,0,4,6,0,9,63,253,5,0,0,Not Applicable,1,Scheduled,Low,0,0,ADMINISTRATIVE_APPROVAL
LA001548,2023-05-03,Railway,National Infrastructure,177.13,17.68,High,Metro Corporation,Jharkhand,Ranchi,Semi-Urban,1.66,1.15,Residential,Mixed,112.86,96.22,Moderate,0.03,4,3,2,1,0,0,High,1,0,0,0,None,0,0,0,0,1,1,Under Verification,1,0,0,0,33.61,28.95,12.06,1,5,1,1,1,4,2,4,37,146,2,0,0,Not Applicable,0,Not Required,Low,0,0,ADMINISTRATIVE_APPROVAL
LA001549,2024-08-02,Highway,National Infrastructure,302.04,48.38,Medium,Indian Railways,Tamil Nadu,Coimbatore,Urban,4.48,2.52,Industrial,Agriculture,87.19,79.04,Low,4.86,3,2,0,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Pending,1,0,2,0,200.97,163.88,113.68,1,4,1,1,0,1,1,3,20,174,5,0,0,Not Applicable,3,Completed,Low,0,0,DOCUMENTATION
LA001550,2022-07-23,Railway,National Infrastructure,109.47,16.03,Medium,State PWD,Uttar Pradesh,Agra,Semi-Urban,1.7,0.67,Commercial,Commercial,105.65,96.2,High,0.12,2,1,2,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,1,0,101.87,104.44,92.51,1,4,1,1,2,3,2,3,39,154,1,0,0,Not Applicable,1,Completed,Low,1,195,ADMINISTRATIVE_APPROVAL
LA001551,2025-04-23,Industrial Corridor,State Infrastructure,134.92,10.98,Normal,State PWD,Gujarat,Surat,Semi-Urban,9.46,8.02,Commercial,Mixed,637.26,502.37,High,1.6,1,0,2,0,1,1,High,0,0,0,0,None,0,0,1,0,1,1,Pending,1,0,3,1,614.28,560.81,91.85,1,1,1,0,2,5,3,6,51,157,2,0,0,Not Applicable,8,Re-hearing Required,Moderate,0,0,OWNERSHIP_CONFLICT
LA001552,2022-02-11,Highway,State Infrastructure,482.83,15.61,High,Urban Development Authority,Jharkhand,Hazaribagh,Rural,0.28,0.14,Mixed,Industrial,8.14,6.3,Moderate,1.81,1,0,1,0,0,0,High,0,0,0,0,None,0,0,1,0,1,1,Completed,1,1,0,0,19.55,19.54,0.16,1,2,1,1,1,3,0,4,52,181,0,0,0,Not Applicable,4,Completed,Low,0,0,OTHER
LA001553,2025-10-24,Urban Infrastructure,Regional Infrastructure,58.4,7.04,High,State Irrigation Dept,Tamil Nadu,Chennai,Rural,1.07,0.41,Government,Mixed,22.83,17.74,Low,0.29,2,1,3,1,0,0,High,0,0,0,0,None,0,0,0,1,1,1,Completed,1,1,0,0,55.5,57.08,1.55,1,2,1,1,2,2,2,4,48,152,3,0,0,Not Applicable,1,Completed,Low,0,0,ADMINISTRATIVE_APPROVAL
LA001554,2023-09-10,Urban Infrastructure,National Infrastructure,349.9,26.35,Normal,Indian Railways,Andhra Pradesh,Vijayawada,Semi-Urban,2.72,2.03,Residential,Mixed,227.53,193.81,High,2.15,3,2,3,1,0,0,High,0,0,0,0,None,0,0,0,0,0,1,Completed,1,0,1,1,178.86,182.55,55.81,1,7,1,1,0,4,0,7,46,229,2,0,0,Not Applicable,3,Re-hearing Required,Low,0,0,DOCUMENTATION
LA001555,2025-09-23,Metro,National Infrastructure,311.34,16.87,High,State Irrigation Dept,Karnataka,Mysuru,Rural,5.16,2.49,Mixed,Agriculture,310.8,322.3,High,2.96,2,1,2,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Pending,1,0,1,0,290.24,257.05,,1,2,1,1,1,2,0,7,41,166,1,0,0,Not Applicable,3,Completed,Low,0,0,DOCUMENTATION
LA001556,2022-12-07,Industrial Corridor,State Infrastructure,917.43,8.77,Medium,NHAI,Rajasthan,Alwar,Rural,2.25,0.94,Residential,Industrial,,144.98,High,1.74,2,1,6,1,0,0,High,1,0,0,0,None,0,0,0,0,1,1,Completed,1,1,1,0,79.54,64.33,1.99,1,2,1,0,2,5,1,9,67,195,7,1,0,Not Started,3,Scheduled,Low,1,269,ADMINISTRATIVE_APPROVAL
LA001557,2022-03-24,Power Transmission,National Infrastructure,139.94,2.44,Critical,Power Utility,Haryana,Gurugram,Semi-Urban,3.39,1.51,Industrial,Commercial,235.25,214.49,High,0.25,4,3,1,1,0,0,High,0,0,0,0,None,0,0,0,0,1,1,Completed,1,1,1,0,148.68,151.39,97.27,1,5,1,1,2,3,1,4,24,197,1,0,0,Not Applicable,2,Scheduled,Low,0,0,ADMINISTRATIVE_APPROVAL
LA001558,2023-02-27,Railway,National Infrastructure,116.93,15.78,Critical,NHAI,Odisha,Puri,Semi-Urban,8.84,8.2,Government,Institutional,585.67,473.07,Moderate,1.86,4,3,4,1,1,0,Low,0,0,0,0,None,0,0,0,1,1,1,Completed,1,1,0,0,387.98,329.68,5.26,1,5,1,1,2,3,0,8,71,160,0,0,0,Not Applicable,3,Scheduled,Low,1,197,COMPENSATION
LA001559,2022-12-18,Airport,State Infrastructure,332.57,51.04,Medium,NHAI,Punjab,Ludhiana,Rural,6.48,3.7,Commercial,Residential,495.44,464.24,High,0.11,4,3,3,1,0,1,High,1,0,0,0,None,0,0,0,1,1,1,Under Verification,1,0,1,1,138.08,130.18,110.25,1,5,1,1,3,1,0,7,47,184,6,1,0,In Progress,2,Completed,Low,0,0,COMPENSATION
LA001560,2022-08-05,Highway,State Infrastructure,66.25,20.03,Critical,Power Utility,Jharkhand,Dhanbad,Rural,2.59,1.87,Commercial,Agriculture,189.72,155.08,High,1.45,2,1,2,1,0,0,High,0,0,0,0,None,0,0,1,0,1,1,Pending,1,0,1,1,167.56,142.21,,1,2,0,1,3,3,0,7,112,239,2,0,0,Not Applicable,5,Re-hearing Required,Low,1,323,ADMINISTRATIVE_APPROVAL
